"c11","c12","c13","c14","lable"
0.422817769801681,0.557289264654397,0.565841748826957,0.603834601876871,3
0.399544727664577,0.368329060148329,0.465860886331799,0.621561738431653,3
0.851917508181121,0.783765768411513,0.963181620234349,0.657209064830274,2
0.869904029612254,0.907462425479242,0.857652236583568,0.784811971972575,2
0.0418829637086269,0.0488476144879642,0.130347355434083,0.262500816174538,1
0.36090347913466,0.743871403557519,0.759596594950113,0.528376282616735,3
0.44727324935003,0.547269842600318,0.329786643653017,0.384895081426833,3
0.624993315936712,0.672727938298671,0.380877075046538,0.49193636791731,3
0.436053928952781,0.611187146703867,0.556386370985051,0.535340125308648,3
0.553149362281411,0.639477490041204,0.279821018613614,0.545229410210488,3
0.502766500901804,0.622865231637889,0.361442014494146,0.390102877977713,3
0.422156212579994,0.478293827611052,0.488573703875338,0.549538824996929,3
0.451461045709862,0.47056721164953,0.384945157581557,0.609954694633649,3
0.966981984965702,0.92522418026563,0.940251223818417,0.823249851761295,2
0.59809426544672,0.49715763029334,0.476396842615984,0.53027699374985,3
0.0875047280296788,0.0324203813259511,0.216229819949249,0.144298583082077,1
0.617771429372089,0.546216294097896,0.42784130358555,0.679431158613634,3
0.0249346521179881,0.0556322073238626,0.304688820197243,0.267732321352943,1
0.0913797281701247,0.100028389029217,0.318701377779015,0.179701348335683,1
0.415660552954877,0.516236171310527,0.491191098975781,0.359751971385769,3
0.12699299823512,0.165117547000044,0.183325364916261,0.311329825531434,1
0.0580407286306995,0.0629467550855314,0.0591633677583366,0.230138299518566,1
0.86673138588206,0.925879686448699,0.891424760142935,0.79488127711829,2
0.13585808864222,0.10639845591007,0.238414049290649,0.257763298068528,1
0.498243322349119,0.543037521021372,0.559172392007527,0.655189543569309,3
0.490576804063365,0.624987295588767,0.451562719710761,0.59797779406043,3
0.575307238751282,0.566819079944773,0.358342153597739,0.390239128713964,3
0.497846508317093,0.36055886117922,0.574444985008517,0.546553358876515,3
0.873589346097905,0.877780894121049,0.892124731915419,0.798430875477753,2
0.042982292713743,0.0545394573103374,0.30344917164104,0.101208296580411,1
0.977110704720291,0.811402360690403,0.982287832635358,0.792816501947594,2
0.983967284583493,0.855569167991923,0.989502805140537,0.873154369110558,2
0.73006677385522,0.466598852696304,0.398186078970964,0.373032681292749,3
0.508770363724259,0.557137744351963,0.408952185857116,0.546211637136932,3
0.00902840983314636,0.0611902004871919,0.317745221321669,0.159383875865432,1
0.0468820886430278,0.0759455110603919,0.119994608212112,0.206709399376027,1
0.151479439166913,0.033435781027945,0.170717880081114,0.338376912103067,1
0.526236453643675,0.463495784788626,0.220043273942992,0.499166582845036,3
0.21349980168078,0.0120256549666984,0.398584774315822,0.25245673601418,1
0.380254435554539,0.629403330920422,0.337992395272944,0.50735901506434,3
0.39986996132063,0.370840729337666,0.471433645751867,0.298894339643506,3
0.36317494860419,0.686348184699716,0.475027774378203,0.627290069256281,3
0.547728873854435,0.348243581499543,0.396384340599894,0.57511318391598,3
0.545480207263217,0.619274294219322,0.50671094629176,0.438478557145028,3
0.0227652698809784,0.0145967470713826,0.113853952352866,0.138972606462495,1
0.00935833908696248,0.306630588979569,0.07286925764497,0.124541633017581,1
0.34650560609418,0.224677307484386,0.553343984624317,0.611217342144651,3
0.857842564624899,0.742325016307919,0.946251570162344,0.740782072838773,2
0.579076289286272,0.54910646366577,0.395781689963218,0.57974062989239,3
0.00109505623247213,0.133263005283343,0.127449867409149,0.258394753703831,1
0.526419780865557,0.572655447563526,0.518086992558159,0.544180724460072,3
0.00644745422817645,0.0753976760461414,0.235981667397553,0.341433873683013,1
0.929382487596895,0.839645465632518,0.809432667001453,0.880451853078309,2
0.61479942812247,0.482830700322636,0.478000970770322,0.615780705766923,3
0.199805783428272,0.0280309491440189,0.294650669480373,0.190953346339693,1
0.642630783214578,0.446160436112231,0.325484685266355,0.620073548862065,3
0.538936336064306,0.60219796849605,0.518160887448954,0.431343677721504,3
0.79893148734296,0.850133599001559,0.844265559594847,0.830139483786445,2
0.417411592393344,0.402607778669491,0.506359610320289,0.48330362611918,3
0.0230709200522527,0.0100722680758206,0.198136422836234,0.275528906100135,1
0.259130754318675,0.570483527618744,0.428749398615576,0.586548263333009,3
0.408230619690665,0.489139132167742,0.53624187545506,0.594678807323499,3
0.483440976823028,0.763300555451224,0.485968630378771,0.557490244257737,3
0.49254133073741,0.529276342577779,0.43976845715827,0.652543334013981,3
0.0385031528487004,0.131298642037025,0.119648870078435,0.139889041921259,1
0.603864008473448,0.643827978856453,0.51998036504069,0.507565495104548,3
0.571671345451438,0.562324826616159,0.649391903262659,0.418072806303871,3
0.558738510980236,0.515726357898185,0.511711018201996,0.523666413212613,3
0.957864240100809,0.871820035159993,0.852690572883898,0.713225529443409,2
0.947006223035845,0.679271442630919,0.943082023882368,0.759250103519951,2
0.579899727982631,0.462811649899286,0.334582718977504,0.665641722064201,3
0.635633584672842,0.570532962228732,0.606456687066865,0.449650100334436,3
0.0393440886139092,0.0253797581012633,0.181665172477428,0.159856812214161,1
0.412819278765382,0.5771075908878,0.463307294826855,0.659271986292913,3
0.592618883764596,0.669548567841317,0.4979813691437,0.549733306148313,3
0.430885504695604,0.528144088922087,0.782379452501467,0.496289859208668,3
0.462654796527641,0.3817613570462,0.589131882132393,0.420215933847711,3
0.442108292708078,0.516358741295895,0.457854265870147,0.625818456345317,3
0.00377846916981291,0.130860377273373,0.199530783647437,0.180764548207497,1
0.0352942430614136,0.0769200744226934,0.107040625879334,0.137753135678265,1
0.452343377539462,0.568641725422063,0.485479502401701,0.452548108349552,3
0.617438441869659,0.57660548578606,0.575556335178615,0.601187539060042,3
0.768364552069293,0.501156145659676,0.531854050176781,0.718057238675108,3
0.000339623502268305,0.235732518438683,0.0854785179851183,0.237280930508024,1
0.340692207360896,0.643986574569621,0.47622317783148,0.660220418211431,3
0.678647454432796,0.480565166376311,0.220273844601813,0.517506491521651,3
0.450370346959331,0.257139557615904,0.400737906137091,0.532484114265796,3
0.027842454139101,0.0405019313882833,0.131838494847781,0.214243961218816,1
0.556517187102365,0.420526306566571,0.634026943042946,0.723293763332503,3
0.620762353501066,0.51517625867254,0.355485838705331,0.700712200935622,3
0.118657833351182,0.182472979680392,0.0783320858839367,0.146472692673364,1
0.0864290425076034,0.100733240055981,0.125125149825921,0.117819702028043,1
0.937696897433578,0.928542406404623,0.818054523819851,0.761307695243595,2
0.0469008800010782,0.046080018994288,0.0987464517579232,0.0908843732282166,1
0.0300784307122675,0.108158334007789,0.274221510172461,0.270180352670771,1
0.09704539651702,0.0476376842623866,0.110662335286244,0.229926858607147,1
0.0827054471130755,0.236842996300185,0.0945969422450341,0.173691325447377,1
0.0140386010008894,0.0846366457970423,0.0796166000922625,0.300714844315092,1
0.384557963879067,0.565995917597326,0.39778006543374,0.534232507749595,3
0.831978105812794,0.918185612377804,0.908241954723577,0.696834806395938,2
0.345220655622963,0.26196140731076,0.616672691956514,0.413267114500019,3
0.0197301548660011,0.164161930624787,0.0596105112978698,0.259633150993042,1
0.409685492232862,0.411076784667029,0.596374961053253,0.379705701694858,3
0.0223836078266478,0.0909227064998112,0.425563705330746,0.0999516133380503,1
0.495815166641307,0.383829732851257,0.604093981867702,0.545698377921146,3
0.39926139416904,0.4136605900669,0.430678279020143,0.642482951438569,3
0.514209021043202,0.384561765505067,0.404513960501695,0.600107028721769,3
0.457989523006054,0.734945236794131,0.655205928748611,0.545630946299336,3
0.0920920763260394,0.0690535298082872,0.202584635659246,0.176202027474245,1
0.758996062670507,0.85831967249219,0.894961418147456,0.819215668103526,2
0.00567273245685251,0.0888143491924615,0.0470854021471541,0.0811176320125693,1
0.0134471627596456,0.0997828527937073,0.118164156649005,0.143924186178562,1
0.0145416457125654,0.00870044764936681,0.155031471800311,0.200401962886193,1
0.757239868902111,0.91453425693581,0.964743470525732,0.674353745671581,2
0.321872378989473,0.457055409414114,0.41283013951847,0.478936923580589,3
0.484595655656233,0.503895907245357,0.507348545723684,0.431606990833531,3
0.0352801524129494,0.0892611161003731,0.0647558620174578,0.15983378607148,1
0.790051903647726,0.829280018689529,0.949009308070107,0.749587745757725,2
0.606827721196866,0.395709164917548,0.418957960796807,0.521062331646878,3
0.892588953816531,0.769410704530703,0.949457315575204,0.819321112966053,2
0.393690023771909,0.629615811359267,0.50904649327874,0.401563518311938,3
0.37301617314573,0.726629157309941,0.426272680641985,0.494918606111863,3
0.687073959294872,0.570078910929996,0.317834400928925,0.50117898584612,3
0.536353998894336,0.280704621061358,0.305861532064456,0.467875789565101,3
0.0679508600717145,0.136706847556705,0.200178694350729,0.112991455413778,1
0.030244399804416,0.0751524506846109,0.0309535481429925,0.283367165007054,1
0.431117546436164,0.31705823057146,0.581215840941921,0.519210841094422,3
0.00221984521517758,0.0784295770715794,0.136778848662636,0.104900403774369,1
0.232805503036159,0.597666859858559,0.458283501675007,0.852804511516278,3
0.0476243639097609,0.0667650299031372,0.304994083733625,0.353057063395084,1
0.374478110941846,0.536701153620195,0.587769496223846,0.538215803525253,3
0.0109450835748546,0.0340163041155403,0.157591845187011,0.145808675775975,1
0.818228206338356,0.728274988061952,0.962437002703079,0.709898661397781,2
0.0625638199544646,0.169854732458811,0.346242542578499,0.266184246786778,1
0.558292096431418,0.595557737507268,0.546808776682207,0.443843665724149,3
0.443976833194801,0.396671799519393,0.441258183056346,0.560586606305713,3
0.768042477533524,0.434695439428915,0.404416696380408,0.451785074253041,3
0.625509661739031,0.535886723433625,0.421487814107487,0.550365321323005,3
0.776920095422556,0.856800196458111,0.88689196736294,0.752185245009645,2
0.649094533095947,0.514521360555591,0.39813821817015,0.580886668930557,3
0.00849922720346108,0.118742766754811,0.0730162491177902,0.403161667110865,1
0.333200874673724,0.546396630929351,0.397575857589246,0.302621003995145,3
0.229159627683105,0.0456631816108872,0.128472149422269,0.148401788923996,1
0.0243684944160706,0.00680705800642638,0.0938453502982064,0.146352098976111,1
0.357783802841633,0.588013394970623,0.247513201711955,0.501712922254672,3
0.92563429527218,0.790852841565259,0.938988412065598,0.681098819143502,2
0.442290421310583,0.460038258682371,0.573281121505354,0.579894686587808,3
0.414941744643226,0.425452645385581,0.393239393031569,0.483305775245534,3
0.0381711390776386,0.100221618331883,0.113007900903855,0.14045616948922,1
0.258893155565986,0.33368862228348,0.630563468002143,0.580491127713627,3
0.00873941245620154,0.0487650000111195,0.276851695668138,0.167141796217142,1
0.0101120388723263,0.0280952888472464,0.0184740613126994,0.257610352580736,1
0.678580247672733,0.633823876379388,0.389301256585086,0.620800437851263,3
0.322341022852799,0.585656288927473,0.516816786055171,0.540359387186755,3
0.868361818151145,0.909766024032607,0.990028202376652,0.747473644542894,2
0.611870494478996,0.40832834310899,0.425226679495909,0.505885652500306,3
0.389868719210494,0.60560919852049,0.569460460097202,0.739194487159842,3
0.628978885397144,0.560939708920978,0.689329711476722,0.452256283868173,3
0.625135753784415,0.423410512927001,0.600994133449011,0.5255371345328,3
0.512736274467243,0.702365801136103,0.510773109972014,0.238937090111671,3
0.196569935602455,0.159115138630969,0.191912922658802,0.211014619504826,1
0.00506420699903759,0.0810369923899077,0.076951096151382,0.215808493381495,1
0.0534982212179444,0.0169843139641368,0.142854975199768,0.196339595535608,1
0.274937845793452,0.411937409441853,0.578088936533713,0.474233654592135,3
0.49930796096528,0.678096026960055,0.467137196897134,0.668661414075688,3
0.331278581748606,0.474198939689384,0.447728093821,0.706930982865688,3
0.633078271796771,0.389754812249756,0.625100224461068,0.307375743288361,3
0.516576693740205,0.462789492389963,0.485682737772491,0.55973528007296,3
0.548685719826366,0.452157739460309,0.422440090736611,0.498103813410455,3
0.484841513648267,0.422527585944297,0.480506259391769,0.438880554106856,3
0.725128669759576,0.433074469250174,0.517116913510192,0.470070310020135,3
0.5659550546869,0.469803955035587,0.417571631045027,0.590667344898111,3
0.569436630203324,0.534422206240506,0.563032894781256,0.484897552769846,3
0.666598997533364,0.428702486961122,0.377284422041589,0.556437491326638,3
0.55394204760496,0.481697122549429,0.294984325375018,0.493167364342636,3
0.0634667187069027,0.106016188609031,0.352205533104737,0.232498897819649,1
0.0543839351557466,0.145105823343331,0.268328716009685,0.177943461948421,1
0.0770398088392453,0.0199467224339425,0.121105853283174,0.277601701761752,1
0.508304240142425,0.225580778776467,0.519455496866013,0.590292968204434,3
0.0315668149651458,0.232652894130003,0.242846408949553,0.312056126509359,1
0.346392178706002,0.449551939703863,0.387411736179936,0.429479286666174,3
0.301979757004058,0.7142256707742,0.357315221200507,0.496436266497408,3
0.403996068317158,0.414456017593029,0.551536405169274,0.589182366991389,3
0.929024132310304,0.818804093552363,0.917728948900181,0.781437546968718,2
0.452611988721792,0.692369933977485,0.405205428122721,0.534950366542225,3
0.908374828635721,0.932007829284419,0.970172858535268,0.779137469952178,2
0.00262121155707528,0.0548758443091339,0.134099615000642,0.205215781921655,1
0.0661733778769335,0.263906032690111,0.225217615480449,0.426340848232087,1
0.0307161156568607,0.0544066267976808,0.169751619084367,0.129529629119867,1
0.42024219254276,0.544398385970811,0.510704094666655,0.445528900766338,3
0.402722488905541,0.319039935114715,0.317077130174412,0.341252359359468,3
0.648933577609336,0.406708503966015,0.289842615331446,0.484738628487377,3
0.387879058413444,0.386684462212258,0.67331611536399,0.727908970898059,3
0.122760602847523,0.169279587896395,0.261705865928234,0.212643788037633,1
0.550477639737414,0.534558773317796,0.594553423735669,0.59865379864805,3
0.800664810020683,0.814260989932798,0.948458618169166,0.672313484831119,2
0.511098952123375,0.71686647825558,0.452539998692881,0.52791485283681,3
0.552147850592325,0.545661580205721,0.617927713349587,0.671625757736981,3
0.975559807134045,0.879105704551037,0.885952176183273,0.686977028861504,2
0.267800983207862,0.435581871006276,0.480943641301418,0.540251277009335,3
0.643627973221468,0.52242242837968,0.523268360410698,0.55036679484814,3
0.0691192414641792,0.00120159380827071,0.142861384202038,0.138486104870148,1
0.100289104945859,0.0282159856326329,0.0774722234160398,0.127426720049454,1
0.361279200155084,0.481547597126195,0.385467225009914,0.436905679161226,3
0.952365038299043,0.827573634780733,0.963127348072886,0.77578957290225,2
0.562389455785268,0.532328303987083,0.641824036894193,0.36367272226045,3
0.991980875646905,0.92113571654604,0.942213659745558,0.860939809415908,2
0.471171841899457,0.708771404117683,0.568342128404148,0.678864178538857,3
0.314806458617573,0.452034177617712,0.468710785673474,0.422825329044009,3
0.874442965440654,0.770749978312385,0.97600033408667,0.751798709139603,2
0.309736408001137,0.576374133802506,0.339953763416891,0.587870697893362,3
0.583126842638524,0.424057692365146,0.529191937906634,0.540383064910678,3
0.0825835395889349,0.0680531580487321,0.316584254751199,0.216545308528746,1
3.86185388932488e-05,0.0551228383424336,0.0453107627784921,0.331397265313745,1
0.0958364012258893,0.141775909895743,0.223555616148409,0.161338504937655,1
0.405582534788315,0.59067237784491,0.451230810084347,0.492516971195516,3
0.29194384564628,0.091542631374916,0.321090578633667,0.196982052645525,1
0.888363528951808,0.960612461783791,0.969166186290756,0.692974759194369,2
0.0285794613094501,0.0931218944700175,0.103749380358114,0.0484072478526428,1
0.625681194941652,0.379318339129385,0.612090630919795,0.56784490456054,3
0.50347526212772,0.654603427984456,0.424958909770234,0.655629285279353,3
0.510482878167924,0.409636002165987,0.385190716881141,0.453271738325371,3
0.327718654738353,0.32519891182131,0.326978442497133,0.577577287134041,3
0.184637502302007,0.10616708429228,0.0711324880400991,0.195503663181185,1
0.553491919645631,0.657368451857217,0.493414004334045,0.469778610343647,3
0.922747131335597,0.704842216232369,0.953944063605739,0.756511293123771,2
0.235463193978753,0.615926354394561,0.435837490635307,0.475824109255799,3
0.411534520442156,0.427151083501623,0.613358370620577,0.58770215703584,3
0.643818397351998,0.45192141052452,0.612073572555204,0.732624436291394,3
0.047102094349231,0.157016123201758,0.188433862126546,0.134208355261216,1
0.458155166786913,0.34289367596185,0.451582459235517,0.286750780690059,3
0.0581329361288519,0.080418539719851,0.258487831331046,0.17110587263374,1
0.00992327555631327,0.0686293207265926,0.104225284705378,0.108355398526735,1
0.710221575978036,0.657283781434878,0.420342419983172,0.544889104122625,3
0.534819538159318,0.332102606203015,0.462873845703306,0.430989899010354,3
0.0612404788035726,0.126839542510161,0.0384925690460093,0.334499015490547,1
0.451873258716635,0.459070433295593,0.527502929436536,0.523330535017649,3
0.237120941342423,0.620577958884185,0.547429500863991,0.389578490161714,3
0.443516043608368,0.563125071397329,0.372170823851526,0.451349060615184,3
0.119883552882857,0.0353830203404552,0.180781571225834,0.309030503153721,1
0.0274723756108135,0.106807156194299,0.193030632261866,0.129081824299678,1
0.923054098019055,0.840875736444512,0.968899137335357,0.760385156647166,2
0.0402615532766014,0.0454784593652196,0.0756194828708317,0.0858270852858563,1
0.471263552351979,0.696939430536809,0.35896853154083,0.606353968644021,3
0.671801397895285,0.460551727359201,0.492149585796636,0.689160061167135,3
0.414910978708096,0.626027704056923,0.544633512087772,0.718679475078825,3
0.0148229926305632,0.123932745063072,0.189248180793824,0.17204905580495,1
0.804722786147166,0.788126640875836,0.920470037496612,0.778312584786751,2
0.0106028978951901,0.193807780513895,0.247823493118415,0.151652106717679,1
0.764702500890683,0.847177092045176,0.958350295084397,0.802000618924079,2
0.660576662904884,0.313538103929775,0.347364291426402,0.574758197054696,3
0.709297011288299,0.523646808894527,0.493806920395254,0.461031449824693,3
0.824816176444374,0.811010733052376,0.989647372523053,0.726320135802001,2
0.437447509512615,0.416657351637662,0.410653537917504,0.533880556481826,3
0.590958172795131,0.626516812360222,0.480850015955171,0.655197755966668,3
0.11658284304291,0.0250041513144202,0.0648172538823093,0.197517434695198,1
0.516848642156667,0.532011062079616,0.468908582787958,0.598818493574926,3
0.957533880862462,0.866246556387388,0.943899605673927,0.8041901128821,2
0.026232791669819,0.0393311923809545,0.121436373831592,0.122875205478216,1
0.561675661264095,0.338758805097488,0.426329210185023,0.331942061823195,3
0.660452602998077,0.592110040607664,0.683947996520823,0.547641800328477,3
0.585859718576561,0.716780875182023,0.472535636539765,0.415074323903465,3
0.749841689885925,0.492586646096065,0.297374646054517,0.528432756232575,3
0.586554264081866,0.444503688017625,0.460102445098055,0.595843514974839,3
0.00780787219198061,0.189166515937346,0.0827800601101947,0.188715682118584,1
0.0713975882580107,0.117790824632677,0.210676749276714,0.215792377491009,1
0.559445140640709,0.452651253059386,0.411448549356638,0.578930459695189,3
0.221811672950789,0.506392728267858,0.464730261413601,0.566759665281011,3
0.626463111818588,0.4109310234206,0.384273844375409,0.402104093892868,3
0.728628923253049,0.598244924979048,0.560514428924135,0.556512517793698,3
0.0925864132327756,0.00573750556966841,0.0851173754601457,0.2117451894268,1
0.81514006384741,0.868090427580347,0.958113356255429,0.580652062760349,2
0.353893481121396,0.674932738752925,0.504619433916756,0.5143638881175,3
0.474521735553718,0.535534942683524,0.430942259578016,0.445811112121236,3
0.348292162801732,0.472176767656541,0.239309609575338,0.632926252847036,3
0.506411256565493,0.317793819673912,0.323756077106601,0.529491527942441,3
0.0648562802988428,0.0613014705361733,0.137141279834598,0.23713425930577,1
0.64886234251726,0.548639617194858,0.677567194993842,0.376661857522719,3
0.103760088852688,0.305355614142769,0.142935502087025,0.289716925660398,1
0.682826880836184,0.374036886883524,0.478268649428623,0.647073791705287,3
0.475568400574929,0.37039229579163,0.447439722510478,0.681428827805792,3
0.443112147687158,0.410915230326027,0.408344127120684,0.418319411217986,3
0.407934406734523,0.577482025369171,0.628543877592663,0.62792420104352,3
0.00537581875218326,0.0930964389367185,0.075840048223251,0.156046075574006,1
0.00102391857599306,0.168046300530899,0.105254684882501,0.171537421954268,1
0.0649864277929119,0.219184057414109,0.0793741889468492,0.153586649521629,1
0.479761772796741,0.492102074456055,0.374253142771608,0.359639662005571,3
0.986012900015085,0.670586145510907,0.981137119655017,0.769047350988079,2
0.106261746466429,0.173474164596201,0.180907387043696,0.0955023308648293,1
0.346408539803932,0.451658682972963,0.51569934805053,0.536650947444734,3
0.877305716052038,0.907648009154154,0.89308873868856,0.784179283914715,2
0.0522443074527209,0.015102556701903,0.40153346470945,0.268697061837225,1
0.569250976771899,0.296442430870829,0.359215851055247,0.527330408732571,3
0.371346835279511,0.37294159452923,0.414583379806348,0.473902705025838,3
0.962998450586504,0.918823861494077,0.965483067579069,0.74066001953635,2
0.198202535448547,0.0428094544215561,0.100123797316899,0.268090218885057,1
0.957044666509941,0.892782814630597,0.968426200990896,0.792771755042356,2
0.333119300844033,0.354136571469089,0.43544193392363,0.380374587197157,3
0.0512994772731871,0.116237823933157,0.203215411102154,0.152451760431459,1
0.584328150505203,0.469692310104009,0.536742404245309,0.408284802715884,3
0.375220531961546,0.0703643632671844,0.0974321322606864,0.262723607023422,1
0.955773694650625,0.862574033142097,0.986028643153843,0.797030435971277,2
0.172062579163403,0.0957327757937267,0.112798545029522,0.168277819468869,1
0.434251732805224,0.495027665183714,0.625596905644731,0.596330879810387,3
0.605802227091875,0.414182647296136,0.542755260273539,0.506678761663335,3
0.586432922265165,0.485242425976158,0.42774812847892,0.408081545569236,3
0.953922954232341,0.870370299836287,0.936144866185072,0.821076444619173,2
0.0880638305449536,0.101878746678933,0.320756897622503,0.286718078162972,1
0.438891433011668,0.570333064315177,0.518586956885439,0.550860878387258,3
0.545184113674052,0.436036961072279,0.526154288535146,0.651120160428573,3
0.430818021380178,0.536398734507394,0.458656101651561,0.487906362578893,3
0.0335181335856691,0.0679194066074632,0.0993591446796131,0.247510029212201,1
0.56768282069297,0.569476110518456,0.65770927676725,0.548016489041663,3
0.509477596326,0.693820189357606,0.435527803740927,0.458639846654116,3
0.522243986751084,0.478346728772507,0.432040742163315,0.468926510570122,3
0.767793068133491,0.820998754175914,0.969348451052679,0.687071885517909,2
0.0463188406020136,0.0948054978459438,0.137458134280167,0.266741304343806,1
0.859585187270721,0.830520050218917,0.930679030741693,0.710052240144582,2
0.434593123757688,0.51481245726245,0.548904880210388,0.506767588971656,3
0.142278892708553,0.123423425285371,0.228253845858122,0.201546173106198,1
0.502788333733205,0.322887075601199,0.318801807496476,0.571860716883124,3
0.0453447509363776,0.0336486343893446,0.0803215533968674,0.190583461576905,1
